timestamp,latitude,longitude,vehicle_count,avg_speed,congestion_level,weather_condition,traffic_rule_violation,fatalities
2024-02-09 10:00:00,26.81368856300688,80.94401989979555,74,27.37535412125905,1,Clear,Over-Speeding,3395
2024-02-07 18:00:00,26.881744356173844,80.99580734801194,374,44.269767172300284,2,Clear,Jumping Red Light,9094
2024-01-21 02:00:00,26.845454106476776,80.95444890979608,396,20.22202869747734,4,Rainy,Drunken Driving/ Consumption of alcohol and drug,4201
2024-01-20 21:00:00,26.855385428440133,80.97622851347766,478,37.38923471916597,3,Foggy,Over-Speeding,119904
2024-01-20 22:00:00,26.89693025356191,80.97978136488587,116,58.947875352055206,1,Clear,Total,3395
2024-02-06 01:00:00,26.85596403313082,80.99373880664972,277,29.529680379089108,3,Foggy,Use of Mobile Phone,30435
2024-02-03 20:00:00,26.81246626812033,80.9265046428325,484,59.16528284092337,1,Clear,Total,119904
2024-01-07 11:00:00,26.82420552715115,80.97527166395577,276,37.34816256856941,3,Cloudy,Driving on Wrong side,4201
2024-02-10 10:00:00,26.866367116536264,80.90241917638915,309,11.02604073646626,4,Rainy,Jumping Red Light,4201
2024-01-27 13:00:00,26.824247050363475,80.91524160133305,345,27.44450375209118,4,Clear,Others,30435
2024-01-20 00:00:00,26.801135364476742,80.96895267510315,64,14.19597679107147,1,Cloudy,Jumping Red Light,9094
2024-01-18 10:00:00,26.867251845607704,80.94521990282834,176,35.05439401310986,2,Clear,Others,30435
2024-02-06 09:00:00,26.84087341710981,80.98407030280111,460,53.4205393970691,1,Clear,Jumping Red Light,1462
2024-01-15 21:00:00,26.858577558127347,80.94217209268734,418,22.640680304460027,4,Rainy,Driving on Wrong side,119904
2024-01-20 08:00:00,26.896217254847453,80.99994137257707,70,46.6743373246052,1,Foggy,Others,9094
2024-01-28 05:00:00,26.87454394741843,80.93601364074715,458,53.148619949348124,1,Cloudy,Over-Speeding,3395
2024-01-11 20:00:00,26.861500722669916,80.92689934044351,262,18.894406202451172,3,Foggy,Others,168491
2024-02-01 19:00:00,26.874394629257267,80.94882411370219,245,47.925094045819534,2,Foggy,Drunken Driving/ Consumption of alcohol and drug,1462
2024-01-01 05:00:00,26.81559945203362,80.96587833667107,319,17.61647947322677,4,Cloudy,Over-Speeding,9094
2024-01-15 23:00:00,26.857547417787586,80.95923503285934,473,16.267823789619282,5,Foggy,Drunken Driving/ Consumption of alcohol and drug,168491
2024-02-10 02:00:00,26.824534910968133,80.98398022856357,243,59.26519161436428,1,Foggy,Total,168491
2024-02-01 11:00:00,26.87940251892703,80.9801537111883,174,15.183929036713824,2,Cloudy,Jumping Red Light,119904
2024-02-04 11:00:00,26.834695320189624,80.99684887775943,54,20.053257602497254,1,Foggy,Over-Speeding,4201
2024-01-21 15:00:00,26.835335222802605,80.96682127985551,317,13.41670524228021,4,Clear,Jumping Red Light,3395
2024-01-18 21:00:00,26.811706701642763,80.986791829452,113,21.33636911649816,2,Clear,Total,30435
2024-01-16 13:00:00,26.868300677341637,80.94922778564481,250,23.442337122642165,3,Rainy,Use of Mobile Phone,119904
2024-02-10 12:00:00,26.873257209721025,80.92730708099728,407,28.27978505019834,4,Clear,Jumping Red Light,1462
2024-01-10 04:00:00,26.865761289230033,80.99508635622504,158,29.592914820453945,2,Cloudy,Total,168491
2024-02-10 13:00:00,26.821494037859075,80.95180787662389,124,27.684834329036697,2,Cloudy,Jumping Red Light,1462
2024-01-14 02:00:00,26.88359801205122,80.94523182845184,53,22.76545382519658,1,Cloudy,Total,168491
2024-02-06 18:00:00,26.801971053775436,80.96362913539792,141,33.0583450626955,2,Clear,Drunken Driving/ Consumption of alcohol and drug,4201
2024-01-11 17:00:00,26.869602979667498,80.94915945467415,480,50.237656099484745,1,Rainy,Total,4201
2024-01-24 02:00:00,26.887665360265835,80.92280797719489,241,27.798551624419716,3,Foggy,Others,3395
2024-01-16 10:00:00,26.810077800137744,80.99713950940416,436,11.033568444595224,5,Clear,Use of Mobile Phone,30435
2024-01-29 05:00:00,26.839785559904573,80.94029801787651,384,53.57342106882669,1,Clear,Jumping Red Light,3395
2024-02-02 09:00:00,26.872225256839307,80.94376031240554,118,37.08232091083799,2,Foggy,Total,4201
2024-01-16 03:00:00,26.854561678931592,80.96315602200926,151,21.02442173445532,2,Foggy,Total,4201
2024-01-03 18:00:00,26.814092422497477,80.92387771457683,210,52.21243512029092,1,Clear,Jumping Red Light,1462
2024-02-09 05:00:00,26.85541780025158,80.9334238318696,79,40.151977752664166,1,Rainy,Use of Mobile Phone,4201
2024-01-03 11:00:00,26.832533033076327,80.96275054632184,420,28.86568307031618,4,Cloudy,Use of Mobile Phone,9094
2024-01-12 15:00:00,26.879579266943608,80.94988881534513,363,32.218267462075715,3,Cloudy,Total,168491
2024-01-23 23:00:00,26.885218150031854,80.96016118201463,90,12.500928841055611,1,Clear,Over-Speeding,119904
2024-02-06 11:00:00,26.81561525973662,80.9542237205492,241,28.574297182971712,3,Clear,Drunken Driving/ Consumption of alcohol and drug,4201
2024-01-28 01:00:00,26.849844219892905,80.9708744697743,111,29.240180861055162,2,Rainy,Use of Mobile Phone,3395
2024-01-21 16:00:00,26.858365611185086,80.96194903460096,311,31.518737484539663,3,Foggy,Use of Mobile Phone,30435
2024-01-19 16:00:00,26.83762595855309,80.9944614219474,392,19.571384024977124,4,Cloudy,Driving on Wrong side,168491
2024-02-04 03:00:00,26.83351972416459,80.93819396396529,298,23.20021749797329,3,Cloudy,Others,168491
2024-01-07 14:00:00,26.82376375439924,80.98718435277452,485,24.55721238925895,4,Rainy,Use of Mobile Phone,30435
2024-01-29 16:00:00,26.876949293319193,80.9606252937751,429,34.78518751159456,3,Foggy,Drunken Driving/ Consumption of alcohol and drug,30435
2024-02-04 12:00:00,26.873750124810975,80.97987141916546,194,35.71005200046696,2,Rainy,Others,168491
2024-02-05 07:00:00,26.89968742518459,80.919747048986,233,58.05797078550826,1,Rainy,Others,9094
2024-01-03 13:00:00,26.827134903177388,80.99840834691993,390,43.7570030574834,2,Cloudy,Jumping Red Light,3395
2024-01-11 02:00:00,26.891486439022042,80.97709218446441,203,29.63968879046717,3,Cloudy,Jumping Red Light,9094
2024-01-10 08:00:00,26.82652023676817,80.94197273169262,318,34.91180002496365,3,Foggy,Jumping Red Light,4201
2024-01-02 11:00:00,26.880839734811644,80.96962887758781,297,51.18890450505826,1,Clear,Jumping Red Light,119904
2024-01-28 13:00:00,26.8986515248793,80.95156794276966,195,54.08312411663564,1,Rainy,Driving on Wrong side,30435
2024-01-14 16:00:00,26.84196000624278,80.9658707775501,450,27.630130296442907,4,Cloudy,Use of Mobile Phone,3395
2024-01-07 18:00:00,26.86335297107609,80.93351188542592,227,45.50677158990329,2,Clear,Jumping Red Light,30435
2024-01-20 09:00:00,26.83748705795237,80.90482120388606,356,15.809547826272299,4,Foggy,Total,9094
2024-01-29 09:00:00,26.825790282704496,80.997561020086,409,20.183356888634243,4,Foggy,Over-Speeding,1462
2024-01-30 23:00:00,26.873086747520365,80.9239180104216,467,34.21722131457543,3,Cloudy,Jumping Red Light,4201
2024-02-08 00:00:00,26.862414890784912,80.99963343376272,163,55.51065174338783,1,Rainy,Use of Mobile Phone,119904
2024-01-28 07:00:00,26.812758030279557,80.9936957823031,457,49.47160970975956,2,Clear,Jumping Red Light,4201
2024-01-25 11:00:00,26.812887972191067,80.94043187681044,224,41.89771313423694,2,Clear,Driving on Wrong side,1462
2024-01-08 17:00:00,26.865998404603417,80.99372284872365,365,55.32104819572184,1,Cloudy,Drunken Driving/ Consumption of alcohol and drug,119904
2024-01-29 08:00:00,26.881707207094927,80.93460997265379,72,47.679731537287644,1,Rainy,Drunken Driving/ Consumption of alcohol and drug,1462
2024-02-08 21:00:00,26.85256901823027,80.96034876665965,352,44.172688870375445,2,Cloudy,Use of Mobile Phone,4201
2024-02-05 04:00:00,26.814866272775312,80.99430758377447,295,38.558114931118055,3,Foggy,Total,9094
2024-01-26 22:00:00,26.837047210279138,80.9562296815878,167,47.126541642021074,2,Foggy,Drunken Driving/ Consumption of alcohol and drug,168491
2024-01-24 03:00:00,26.84034828662124,80.92120448399082,316,10.790659811648103,4,Rainy,Drunken Driving/ Consumption of alcohol and drug,4201
2024-01-11 04:00:00,26.801545661652888,80.9761023990943,182,48.654452084873306,2,Clear,Over-Speeding,4201
2024-01-14 10:00:00,26.866019737671774,80.98717835665921,276,33.00011977903995,3,Foggy,Use of Mobile Phone,4201
2024-01-12 23:00:00,26.854264463470756,80.93506269312093,374,55.11182017311191,1,Cloudy,Total,3395
